Huvudsektor,Län,Kommun,2010,2011,2012,2013,2014,2015,2016,2017
Utrikes transporter,Västmanlands län,Köping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västmanlands län,Arboga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Vansbro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Malung-Sälen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Gagnef,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Leksand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Rättvik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Orsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Älvdalen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Smedjebacken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Mora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Falun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Borlänge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Säter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Hedemora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Avesta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Ludvika,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Gävleborgs län,Ockelbo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Gävleborgs län,Hofors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Gävleborgs län,Ovanåker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Gävleborgs län,Nordanstig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Gävleborgs län,Ljusdal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Gävleborgs län,Gävle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Gävleborgs län,Sandviken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Gävleborgs län,Söderhamn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Gävleborgs län,Bollnäs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Gävleborgs län,Hudiksvall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västernorrlands län,Ånge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västernorrlands län,Timrå,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västernorrlands län,Härnösand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västernorrlands län,Sundsvall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västernorrlands län,Kramfors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västernorrlands län,Sollefteå,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västernorrlands län,Örnsköldsvik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Jämtlands län,Ragunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Jämtlands län,Bräcke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Jämtlands län,Krokom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Jämtlands län,Strömsund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Jämtlands län,Åre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Jämtlands län,Berg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Jämtlands län,Härjedalen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Jämtlands län,Östersund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västerbottens län,Nordmaling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västerbottens län,Bjurholm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västerbottens län,Vindeln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västerbottens län,Robertsfors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västerbottens län,Norsjö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västerbottens län,Malå,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västerbottens län,Storuman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västerbottens län,Sorsele,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västerbottens län,Dorotea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västerbottens län,Vännäs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västerbottens län,Vilhelmina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västerbottens län,Åsele,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västerbottens län,Umeå,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västerbottens län,Lycksele,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västerbottens län,Skellefteå,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Norrbottens län,Arvidsjaur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Norrbottens län,Arjeplog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Norrbottens län,Jokkmokk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Norrbottens län,Överkalix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Norrbottens län,Kalix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Norrbottens län,Övertorneå,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Norrbottens län,Pajala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Norrbottens län,Gällivare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Norrbottens län,Älvsbyn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Norrbottens län,Luleå,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Norrbottens län,Piteå,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Norrbottens län,Boden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Norrbottens län,Haparanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Norrbottens län,Kiruna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Blekinge län,Olofström,1339.866,611.4813,776.3409,539.5426,344.7071,500.5757,458.6108,404.6569
El och fjärrvärme,Blekinge län,Karlskrona,6420.873,5153.076,4465.858,550.6175,1071.977,396.3379,186.1995,6190.733
El och fjärrvärme,Blekinge län,Ronneby,2851.093,2851.093,1636.646,561.2575,303.2382,359.098,808.6359,353.7781
El och fjärrvärme,Blekinge län,Karlshamn,145588.9,22839.84,26105.07,10196.45,4465.348,4523.528,12036.28,5845.752
El och fjärrvärme,Blekinge län,Sölvesborg,143.6396,712.8761,125.0197,662.3362,45.21978,1071.977,420.2779,1287.436
Egen uppvärmning av bostäder och lokaler,Blekinge län,Olofström,6747.769,5541.244,4446.356,4017.43,4096.405,3653.008,3463.904,3097.501
Egen uppvärmning av bostäder och lokaler,Blekinge län,Karlskrona,18608.78,15435.14,12279.0,11083.41,11431.97,10141.95,9729.861,8654.013
Egen uppvärmning av bostäder och lokaler,Blekinge län,Ronneby,11684.05,9810.108,7734.889,6958.391,7261.861,6414.78,6199.104,5473.188
Egen uppvärmning av bostäder och lokaler,Blekinge län,Karlshamn,13183.8,10828.1,8633.483,7769.731,7969.966,7092.053,6702.315,5967.692
Egen uppvärmning av bostäder och lokaler,Blekinge län,Sölvesborg,8895.942,7320.204,5813.317,5219.548,5376.787,4777.456,4511.84,4005.069
Industri (energi och processer),Blekinge län,Olofström,2782.322,10459.35,10767.49,9794.693,6468.403,6295.6,8541.625,7368.575
Industri (energi och processer),Blekinge län,Karlskrona,6074.293,4884.975,5239.4,5349.605,5507.365,5220.421,5472.662,4264.785
Industri (energi och processer),Blekinge län,Ronneby,11967.11,9404.165,8631.349,8785.678,7645.451,6963.911,6822.645,6811.05
Industri (energi och processer),Blekinge län,Karlshamn,66764.62,66980.83,66954.36,57923.64,31899.67,35055.95,25586.53,19688.0
Industri (energi och processer),Blekinge län,Sölvesborg,7448.46,5857.498,6101.892,5969.705,5835.642,6415.09,5275.717,6255.274
Transporter,Blekinge län,Olofström,21101.75,20751.89,19616.2,19143.54,18678.17,18773.5,17987.13,18413.01
Transporter,Blekinge län,Karlskrona,92825.71,90905.42,84354.3,82745.3,81710.11,81976.85,78264.28,79324.14
Transporter,Blekinge län,Ronneby,92780.67,94214.24,87059.03,82031.36,83247.94,89149.7,83434.34,85010.28
Transporter,Blekinge län,Karlshamn,56354.2,55049.08,51568.88,50416.71,49687.66,49961.72,47488.35,46609.48
Transporter,Blekinge län,Sölvesborg,33155.55,32432.7,30293.71,29617.84,28995.86,29158.16,27774.43,26715.28
Arbetsmaskiner,Blekinge län,Olofström,4676.428,4346.28,4117.905,4108.762,3774.753,3886.021,3477.92,3924.381
Arbetsmaskiner,Blekinge län,Karlskrona,16875.32,16165.1,16340.05,14585.22,14873.65,16414.74,13580.8,14548.28
Arbetsmaskiner,Blekinge län,Ronneby,10314.1,10357.2,9414.946,8718.271,8302.851,9012.615,8250.414,8993.098
Arbetsmaskiner,Blekinge län,Karlshamn,10229.4,9685.167,9276.87,9026.211,8443.059,8936.553,8616.883,9183.69
Arbetsmaskiner,Blekinge län,Sölvesborg,7781.15,7395.683,7340.181,7038.214,7001.677,6861.915,6333.919,6370.805
Produktanvändning (inkl. lösningsmedel),Blekinge län,Olofström,735.452,683.5192,636.6141,654.701,629.2573,556.2381,586.2028,581.4971
Produktanvändning (inkl. lösningsmedel),Blekinge län,Karlskrona,2745.108,2528.334,2888.028,3003.7,2892.503,2542.919,2647.194,2632.747
Produktanvändning (inkl. lösningsmedel),Blekinge län,Ronneby,1382.219,1276.854,1320.377,1367.175,1337.85,1186.926,1240.068,1240.971
Produktanvändning (inkl. lösningsmedel),Blekinge län,Karlshamn,1574.887,1468.037,1537.835,1584.358,1529.571,1351.397,1409.593,1393.016
Produktanvändning (inkl. lösningsmedel),Blekinge län,Sölvesborg,773.6784,717.9584,799.3253,823.1619,798.0861,706.8652,736.1219,728.4796
Jordbruk,Blekinge län,Olofström,99.58939,99.64197,114.3255,114.6833,99.20728,100.1383,103.0606,102.5964
Jordbruk,Blekinge län,Karlskrona,500.3344,500.5985,574.3684,576.166,498.4143,503.0919,517.7736,515.4413
Jordbruk,Blekinge län,Ronneby,366.7677,366.9613,421.0382,422.3559,365.3604,368.7892,379.5516,377.8418
Jordbruk,Blekinge län,Karlshamn,214.7419,214.8552,246.5171,247.2886,213.918,215.9256,222.2266,221.2256
Jordbruk,Blekinge län,Sölvesborg,330.4068,330.5812,379.297,380.484,329.1391,332.228,341.9233,340.3831
Avfall (inkl. avlopp),Blekinge län,Olofström,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Blekinge län,Karlskrona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Blekinge län,Ronneby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Blekinge län,Karlshamn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Blekinge län,Sölvesborg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Blekinge län,Olofström,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Blekinge län,Karlskrona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Blekinge län,Ronneby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Blekinge län,Karlshamn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Blekinge län,Sölvesborg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Östergötlands län,Ödeshög,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Östergötlands län,Ydre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Östergötlands län,Kinda,3984.179,3444.211,2133.614,1973.235,1840.235,1318.876,1434.826,0.0
El och fjärrvärme,Östergötlands län,Boxholm,194.1795,170.2396,170.2396,74.4796,79.79958,90.43956,255.3583,18.61995
El och fjärrvärme,Östergötlands län,Åtvidaberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Östergötlands län,Finspång,21810.44,13197.06,13530.16,16413.16,9630.694,10366.87,9144.966,10559.17
El och fjärrvärme,Östergötlands län,Valdemarsvik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Östergötlands län,Linköping,361076.3,270483.3,256110.4,226724.6,183982.0,240184.3,284730.8,269898.0
El och fjärrvärme,Östergötlands län,Norrköping,276106.3,233032.4,264720.1,243775.5,195385.9,208936.6,234632.5,238511.1
El och fjärrvärme,Östergötlands län,Söderköping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Östergötlands län,Motala,7296.611,2019.325,1665.806,1094.047,519.0706,800.3189,1539.046,1215.057
El och fjärrvärme,Östergötlands län,Vadstena,0.0,417.6179,742.136,925.6755,593.1774,473.4777,1186.357,845.8757
El och fjärrvärme,Östergötlands län,Mjölby,6370.223,1908.415,2013.615,1692.426,677.0931,1970.215,917.6955,196.8395
Egen uppvärmning av bostäder och lokaler,Östergötlands län,Ödeshög,2130.292,1635.225,1540.33,1370.394,1223.171,1163.471,1104.111,1079.216
Egen uppvärmning av bostäder och lokaler,Östergötlands län,Ydre,2158.178,1627.426,1538.195,1393.579,1231.401,1171.512,1110.161,1094.912
Egen uppvärmning av bostäder och lokaler,Östergötlands län,Kinda,4368.125,3436.037,3198.645,2735.242,2513.763,2374.366,2295.556,2208.746
Egen uppvärmning av bostäder och lokaler,Östergötlands län,Boxholm,1781.036,1355.716,1266.014,1100.158,988.8801,941.2045,872.674,848.5758
Egen uppvärmning av bostäder och lokaler,Östergötlands län,Åtvidaberg,3109.185,2466.873,2290.639,1930.496,1782.841,1686.878,1615.688,1544.488
Egen uppvärmning av bostäder och lokaler,Östergötlands län,Finspång,3775.221,2862.865,2674.79,2337.318,2100.09,1995.346,1864.159,1817.62
Egen uppvärmning av bostäder och lokaler,Östergötlands län,Valdemarsvik,2956.245,2222.077,2093.056,1875.539,1659.153,1581.418,1474.2,1450.277
Egen uppvärmning av bostäder och lokaler,Östergötlands län,Linköping,12403.11,9515.985,8881.714,7696.771,6955.182,6605.691,6199.288,6014.502
Egen uppvärmning av bostäder och lokaler,Östergötlands län,Norrköping,11674.34,8832.705,8236.806,7149.79,6425.309,6113.975,5645.249,5495.164
Egen uppvärmning av bostäder och lokaler,Östergötlands län,Söderköping,4063.291,2993.616,2821.689,2550.403,2234.304,2134.552,1954.882,1936.515
Egen uppvärmning av bostäder och lokaler,Östergötlands län,Motala,8059.922,5941.968,5573.43,4960.244,4368.761,4175.739,3778.768,3726.166
Egen uppvärmning av bostäder och lokaler,Östergötlands län,Vadstena,2374.784,1852.06,1730.165,1492.848,1355.822,1287.038,1220.769,1178.858
Egen uppvärmning av bostäder och lokaler,Östergötlands län,Mjölby,4341.118,3444.1,3219.697,2772.782,2537.827,2401.597,2328.588,2240.826
Industri (energi och processer),Östergötlands län,Ödeshög,2807.145,2565.385,2159.243,2314.712,2516.18,2296.81,2289.14,2041.686
Industri (energi och processer),Östergötlands län,Ydre,473.062,419.9118,412.2269,476.4552,614.4796,599.1329,738.5057,541.3941
Industri (energi och processer),Östergötlands län,Kinda,10193.02,10461.84,10554.35,10645.31,10375.19,9808.652,9997.703,10469.32
Industri (energi och processer),Östergötlands län,Boxholm,30994.11,31232.09,28000.35,47998.85,27293.01,26826.35,29607.82,29355.41
Industri (energi och processer),Östergötlands län,Åtvidaberg,1026.972,949.9571,920.5013,1061.926,1208.173,1006.394,1162.77,869.6543
Industri (energi och processer),Östergötlands län,Finspång,26155.24,23260.04,25399.84,27951.87,24488.21,30688.54,33081.58,30631.75
Industri (energi och processer),Östergötlands län,Valdemarsvik,3432.885,2511.593,2719.286,3179.588,2538.498,2700.247,2989.234,2672.875
Industri (energi och processer),Östergötlands län,Linköping,43443.14,39331.79,34932.6,35522.41,33259.52,28599.49,20920.18,30874.95
Industri (energi och processer),Östergötlands län,Norrköping,109012.9,96749.53,82131.04,69594.31,40176.32,43758.09,43459.22,42000.89
Industri (energi och processer),Östergötlands län,Söderköping,942.3851,884.4697,889.3571,1025.052,1174.207,991.8742,1121.074,854.7988
Industri (energi och processer),Östergötlands län,Motala,4361.095,3153.098,4388.178,4509.284,4907.568,3443.066,3896.082,2930.929
Industri (energi och processer),Östergötlands län,Vadstena,841.9608,738.8906,741.6452,871.7018,996.5587,811.3154,956.9721,679.2952
Industri (energi och processer),Östergötlands län,Mjölby,3719.686,3700.084,3548.848,3908.439,4510.105,4135.999,4817.72,4466.812
Transporter,Östergötlands län,Ödeshög,63166.56,61605.94,58067.36,56450.0,54901.79,55101.61,52306.48,48856.91
Transporter,Östergötlands län,Ydre,11909.76,11740.07,11096.0,10767.53,10446.54,10498.75,10183.52,9547.038
Transporter,Östergötlands län,Kinda,31092.08,30992.28,29349.65,28494.61,27657.25,27656.76,26848.84,27146.61
Transporter,Östergötlands län,Boxholm,16952.07,16543.36,15635.51,15216.52,14815.81,14907.56,14276.17,14353.57
Transporter,Östergötlands län,Åtvidaberg,24523.08,24378.37,23111.67,22420.99,21798.64,21861.68,21251.56,19773.08
Transporter,Östergötlands län,Finspång,33782.89,32991.2,31282.61,30414.33,29662.36,29763.7,28582.44,29348.33
Transporter,Östergötlands län,Valdemarsvik,30566.39,30469.99,28768.04,28169.26,27501.92,27677.05,27016.09,26233.96
Transporter,Östergötlands län,Linköping,312009.7,307925.7,288882.2,278608.6,274869.2,281822.6,267368.5,244309.0
Transporter,Östergötlands län,Norrköping,294746.2,288151.0,270794.0,263786.9,257511.9,258407.3,247096.5,221466.2
Transporter,Östergötlands län,Söderköping,38448.84,38168.01,36177.84,35302.22,34457.04,34619.74,33646.14,32207.4
Transporter,Östergötlands län,Motala,77706.18,75834.34,71770.28,69903.43,68214.71,68541.63,65527.7,58893.74
Transporter,Östergötlands län,Vadstena,14842.46,14470.38,13640.67,13262.05,12904.5,12932.19,12293.5,8681.364
Transporter,Östergötlands län,Mjölby,102270.2,99815.62,94301.97,91857.57,89563.17,90089.4,85898.41,83259.29
Arbetsmaskiner,Östergötlands län,Ödeshög,3851.985,4878.586,4532.285,4570.1,4506.89,4397.373,3971.039,4312.005
Arbetsmaskiner,Östergötlands län,Ydre,3898.057,3473.908,3684.265,2900.307,3002.486,2873.049,2963.602,3039.079
Arbetsmaskiner,Östergötlands län,Kinda,4659.96,6953.415,7045.474,6158.18,6180.179,6556.095,5832.83,6192.851
Arbetsmaskiner,Östergötlands län,Boxholm,3578.768,4891.251,4427.665,4343.491,4398.8,4155.045,4214.573,4419.197
Arbetsmaskiner,Östergötlands län,Åtvidaberg,5898.005,5783.323,6566.331,5388.225,5405.079,5293.554,5512.105,5509.565
Arbetsmaskiner,Östergötlands län,Finspång,9793.307,8634.273,9369.121,9951.679,10113.21,8803.957,8254.559,8449.875
Arbetsmaskiner,Östergötlands län,Valdemarsvik,6018.272,5878.06,5867.879,6056.182,5977.362,5308.1,5075.774,4702.06
Arbetsmaskiner,Östergötlands län,Linköping,31554.43,35573.55,35655.54,34820.84,34630.4,35235.29,32206.34,32863.45
Arbetsmaskiner,Östergötlands län,Norrköping,37584.11,38437.37,38822.48,38373.63,38038.26,37927.1,35119.96,35568.66
Arbetsmaskiner,Östergötlands län,Söderköping,6626.304,6954.614,7166.193,6968.365,6855.039,6674.761,6532.477,6101.573
Arbetsmaskiner,Östergötlands län,Motala,12979.51,14849.0,16236.24,15809.65,15765.53,14329.16,13588.9,13892.77
Arbetsmaskiner,Östergötlands län,Vadstena,4908.202,5069.138,4986.603,4928.613,4771.024,4783.994,4476.436,4428.864
Arbetsmaskiner,Östergötlands län,Mjölby,12605.08,13543.15,13461.44,13166.57,12902.37,12813.21,12084.73,12196.16
Produktanvändning (inkl. lösningsmedel),Östergötlands län,Ödeshög,311.2648,289.5476,304.2826,314.7635,323.2979,294.7196,312.448,307.3213
Produktanvändning (inkl. lösningsmedel),Östergötlands län,Ydre,215.4992,200.668,185.8558,191.6624,188.0891,164.5573,172.9165,170.6174
Produktanvändning (inkl. lösningsmedel),Östergötlands län,Kinda,482.4425,443.9943,459.3748,482.6142,467.8089,408.8791,425.0869,422.1506
Produktanvändning (inkl. lösningsmedel),Östergötlands län,Boxholm,313.1263,296.7883,296.2411,304.0499,294.599,265.6457,277.1467,279.4413
Produktanvändning (inkl. lösningsmedel),Östergötlands län,Åtvidaberg,604.9869,558.8925,543.5774,562.3444,541.2752,477.2308,492.8134,483.8791
Produktanvändning (inkl. lösningsmedel),Östergötlands län,Finspång,1080.558,994.9752,957.8839,994.6242,962.0859,844.2138,878.1424,873.3277
Produktanvändning (inkl. lösningsmedel),Östergötlands län,Valdemarsvik,408.8187,374.992,355.5752,371.8001,363.6142,325.0351,336.3982,336.7128
Produktanvändning (inkl. lösningsmedel),Östergötlands län,Linköping,5804.47,5356.278,6824.069,7136.317,6937.238,6079.9,6349.154,6319.744
Produktanvändning (inkl. lösningsmedel),Östergötlands län,Norrköping,5960.041,5543.904,6418.801,6666.257,6484.623,5748.32,6011.076,5949.393
Produktanvändning (inkl. lösningsmedel),Östergötlands län,Söderköping,619.6057,569.1778,648.1943,672.2781,654.8242,574.5601,594.143,590.5812
Produktanvändning (inkl. lösningsmedel),Östergötlands län,Motala,2007.808,1857.982,1982.133,2054.277,1991.428,1750.901,1814.914,1788.841
Produktanvändning (inkl. lösningsmedel),Östergötlands län,Vadstena,357.6156,330.3959,344.6218,356.9652,341.7423,299.7215,308.602,299.8708
Produktanvändning (inkl. lösningsmedel),Östergötlands län,Mjölby,1293.33,1203.728,1324.739,1369.445,1349.363,1196.578,1240.783,1242.151
Jordbruk,Östergötlands län,Ödeshög,417.2482,417.4685,478.9879,480.487,415.6474,419.5481,431.7914,429.8463
Jordbruk,Östergötlands län,Ydre,171.2279,171.3183,196.5643,197.1795,170.5709,172.1717,177.1962,176.398
Jordbruk,Östergötlands län,Kinda,407.0245,407.2394,467.2517,468.7141,405.4626,409.2678,421.2113,419.3139
Jordbruk,Östergötlands län,Boxholm,158.4726,158.5563,181.9217,182.491,157.8646,159.3461,163.9962,163.2575
Jordbruk,Östergötlands län,Åtvidaberg,311.7315,311.8961,357.8584,358.9784,310.5356,313.4499,322.5972,321.1441
Jordbruk,Östergötlands län,Finspång,365.6086,365.8016,419.7076,421.0211,364.2055,367.6236,378.3524,376.6481
Jordbruk,Östergötlands län,Valdemarsvik,464.801,465.0464,533.5775,535.2474,463.0179,467.3632,481.0021,478.8354
Jordbruk,Östergötlands län,Linköping,1964.819,1965.857,2255.55,2262.609,1957.282,1975.651,2033.302,2024.144
Jordbruk,Östergötlands län,Norrköping,1613.185,1614.037,1851.887,1857.682,1606.997,1622.078,1669.413,1661.893
Jordbruk,Östergötlands län,Söderköping,650.239,650.5823,746.4541,748.7903,647.7438,653.823,672.9034,669.8722
Jordbruk,Östergötlands län,Motala,1138.547,1139.148,1307.015,1311.106,1134.178,1144.822,1178.23,1172.923
Jordbruk,Östergötlands län,Vadstena,637.3399,637.6764,731.6468,733.9367,634.8944,640.8528,659.5547,656.5836
Jordbruk,Östergötlands län,Mjölby,1118.3,1118.89,1283.774,1287.791,1114.008,1124.463,1157.278,1152.065
Avfall (inkl. avlopp),Östergötlands län,Ödeshög,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Östergötlands län,Ydre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Östergötlands län,Kinda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Östergötlands län,Boxholm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Östergötlands län,Åtvidaberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Östergötlands län,Finspång,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Östergötlands län,Valdemarsvik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Östergötlands län,Linköping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Östergötlands län,Norrköping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Östergötlands län,Söderköping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Östergötlands län,Motala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Östergötlands län,Vadstena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Östergötlands län,Mjölby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Östergötlands län,Ödeshög,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Östergötlands län,Ydre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Östergötlands län,Kinda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Östergötlands län,Boxholm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Östergötlands län,Åtvidaberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Östergötlands län,Finspång,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Östergötlands län,Valdemarsvik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Östergötlands län,Linköping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
