Huvudsektor,Län,Kommun,2010,2011,2012,2013,2014,2015,2016,2017
Arbetsmaskiner,Östergötlands län,Ydre,3946.983,3518.873,3732.983,2940.409,3045.856,2914.303,3009.606,3086.842
Arbetsmaskiner,Östergötlands län,Kinda,4722.579,7045.148,7140.511,6244.354,6270.576,6650.575,5924.436,6291.082
Arbetsmaskiner,Östergötlands län,Boxholm,3625.483,4955.036,4487.398,4403.942,4463.109,4215.623,4281.505,4490.096
Arbetsmaskiner,Östergötlands län,Åtvidaberg,5975.327,5861.202,6655.634,5464.822,5485.254,5371.383,5599.091,5597.733
Arbetsmaskiner,Östergötlands län,Finspång,9922.213,8752.495,9498.96,10091.85,10261.63,8933.431,8385.725,8585.475
Arbetsmaskiner,Östergötlands län,Valdemarsvik,6098.9,5958.508,5949.839,6142.16,6065.574,5386.135,5156.199,4778.062
Arbetsmaskiner,Östergötlands län,Linköping,31982.02,36061.41,36157.23,35324.83,35154.99,35762.44,32728.96,33403.6
Arbetsmaskiner,Östergötlands län,Norrköping,38081.29,38958.87,39362.79,38923.0,38609.59,38491.62,35688.12,36152.45
Arbetsmaskiner,Östergötlands län,Söderköping,6715.148,7049.661,7266.152,7068.189,6957.6,6773.953,6636.993,6201.251
Arbetsmaskiner,Östergötlands län,Motala,13154.3,15051.11,16460.61,16034.56,16000.26,14542.51,13807.99,14119.61
Arbetsmaskiner,Östergötlands län,Vadstena,4973.888,5138.558,5056.8,4999.771,4843.214,4855.668,4549.195,4501.937
Arbetsmaskiner,Östergötlands län,Mjölby,12774.39,13728.33,13650.41,13356.6,13097.32,13005.05,12280.66,12396.82
Arbetsmaskiner,Jönköpings län,Aneby,4848.688,4219.845,4430.871,3517.215,3894.032,3686.721,3454.947,3831.438
Arbetsmaskiner,Jönköpings län,Gnosjö,3729.358,3812.551,3396.41,3521.688,3307.45,3524.144,3107.239,3534.661
Arbetsmaskiner,Jönköpings län,Mullsjö,2595.145,2432.872,2046.691,2285.492,2090.406,2241.146,2124.895,2116.562
Arbetsmaskiner,Jönköpings län,Habo,3654.503,3481.806,3512.602,3497.199,3112.079,3193.636,3120.785,3541.676
Arbetsmaskiner,Jönköpings län,Gislaved,11980.34,11872.2,10627.63,10266.58,9951.87,10908.3,10058.38,10364.42
Arbetsmaskiner,Jönköpings län,Vaggeryd,7624.245,7479.285,6370.135,7142.536,5954.704,6617.101,5847.634,6912.402
Arbetsmaskiner,Jönköpings län,Jönköping,32989.66,30350.86,28520.52,28858.71,27982.05,29117.94,28593.95,30195.08
Arbetsmaskiner,Jönköpings län,Nässjö,12906.98,12479.09,11088.54,10552.63,10809.6,10938.47,10349.92,11482.33
Arbetsmaskiner,Jönköpings län,Värnamo,12756.19,12799.07,12103.73,11767.6,10841.87,11467.42,11059.32,12153.98
Arbetsmaskiner,Jönköpings län,Sävsjö,6475.637,6682.423,5402.043,5610.492,5296.146,5477.566,5079.887,5839.378
Arbetsmaskiner,Jönköpings län,Vetlanda,13682.22,13182.32,12532.42,11933.26,12551.07,12413.18,11002.02,12234.53
Arbetsmaskiner,Jönköpings län,Eksjö,8413.937,7960.212,6952.356,6550.471,7499.448,7687.646,6772.979,7380.6
Arbetsmaskiner,Jönköpings län,Tranås,7273.643,6947.684,6068.855,6274.378,6047.343,6488.6,5839.987,6366.561
Arbetsmaskiner,Kronobergs län,Uppvidinge,6608.149,7383.311,5445.152,5876.228,6094.077,5917.116,5147.855,5552.221
Arbetsmaskiner,Kronobergs län,Lessebo,4348.034,3547.433,3728.573,3386.967,2806.561,3284.323,2590.74,3031.94
Arbetsmaskiner,Kronobergs län,Tingsryd,7531.09,7869.186,6978.183,6543.203,6189.236,6921.238,6093.966,6298.688
Arbetsmaskiner,Kronobergs län,Alvesta,8970.113,9363.595,8770.993,7910.735,7972.075,8281.256,7755.802,7916.629
Arbetsmaskiner,Kronobergs län,Älmhult,7893.791,7658.708,6763.846,6235.866,6701.021,6987.236,6087.852,6610.168
Arbetsmaskiner,Kronobergs län,Markaryd,5174.01,4957.485,4662.136,4379.178,4027.22,4588.789,4058.816,4196.281
Arbetsmaskiner,Kronobergs län,Växjö,21192.49,21595.75,21496.26,20072.92,20690.16,20770.28,19173.75,19721.53
Arbetsmaskiner,Kronobergs län,Ljungby,12818.74,12942.36,12037.62,12627.89,11394.94,11863.82,10971.08,11721.03
Arbetsmaskiner,Kalmar län,Högsby,4693.253,4605.937,3537.741,3941.99,3784.608,3277.354,3410.513,3785.027
Arbetsmaskiner,Kalmar län,Torsås,2996.373,4467.211,4336.812,3783.84,3950.058,3820.175,3678.553,4286.833
Arbetsmaskiner,Kalmar län,Mörbylånga,7870.033,7823.447,7911.958,7880.805,7718.63,7626.272,6922.026,7081.387
Arbetsmaskiner,Kalmar län,Hultsfred,9136.768,9657.371,8747.344,9297.966,8734.761,8720.042,7402.362,8481.244
Arbetsmaskiner,Kalmar län,Mönsterås,6953.499,7416.766,6423.509,6491.865,6677.624,5745.59,5903.351,6566.641
Arbetsmaskiner,Kalmar län,Emmaboda,2946.913,5350.607,4832.364,5070.319,4239.512,3942.035,3718.836,4525.399
Arbetsmaskiner,Kalmar län,Kalmar,16822.19,18604.35,18329.99,18303.31,18122.36,17783.61,16710.97,17448.3
Arbetsmaskiner,Kalmar län,Nybro,6437.007,9715.967,10030.71,9147.656,9159.842,8360.494,8572.463,8559.954
Arbetsmaskiner,Kalmar län,Oskarshamn,10720.48,10457.92,10543.7,10610.45,10869.12,9650.861,9297.851,9357.172
Arbetsmaskiner,Kalmar län,Västervik,22759.73,22112.04,21761.21,20714.25,21000.58,17539.93,17103.97,17379.24
Arbetsmaskiner,Kalmar län,Vimmerby,8938.288,9434.333,9317.682,7828.22,8803.905,7242.995,7135.799,8189.288
Arbetsmaskiner,Kalmar län,Borgholm,8380.412,8412.666,8379.823,8215.231,8376.905,8230.233,7402.394,7455.79
Arbetsmaskiner,Gotlands län,Gotland,41370.64,41026.15,40334.59,39157.55,38484.75,37767.04,37090.33,35837.68
Arbetsmaskiner,Blekinge län,Olofström,4738.68,4405.918,4176.116,4168.057,3831.884,3943.935,3534.231,3988.267
Arbetsmaskiner,Blekinge län,Karlskrona,17105.49,16390.46,16571.86,14798.9,15098.68,16658.47,13798.0,14783.56
Arbetsmaskiner,Blekinge län,Ronneby,10451.83,10498.44,9547.854,8845.065,8428.899,9146.74,8383.449,9139.332
Arbetsmaskiner,Blekinge län,Karlshamn,10367.62,9819.783,9409.579,9158.522,8572.654,9071.19,8756.875,9334.456
Arbetsmaskiner,Blekinge län,Sölvesborg,7888.864,7499.786,7445.223,7140.85,7106.77,6964.001,6433.718,6472.462
Arbetsmaskiner,Skåne län,Svalöv,7983.807,7831.472,7603.644,7513.403,7168.986,7169.367,6688.919,6694.697
Arbetsmaskiner,Skåne län,Staffanstorp,6517.284,6218.52,6351.035,6290.677,5995.785,6161.673,5842.931,5963.907
Arbetsmaskiner,Skåne län,Burlöv,3540.876,3332.748,3396.702,3402.301,3237.879,3347.522,3171.216,3294.519
Arbetsmaskiner,Skåne län,Vellinge,7191.843,6666.852,6810.124,6745.985,6366.493,6593.208,6200.398,6291.791
Arbetsmaskiner,Skåne län,Östra Göinge,5852.542,5715.508,5095.587,4779.219,4730.061,4791.07,4741.652,4861.72
Arbetsmaskiner,Skåne län,Örkelljunga,3703.647,3932.96,3410.641,3493.896,3545.081,3701.235,3160.433,3528.328
Arbetsmaskiner,Skåne län,Bjuv,4346.225,4297.583,4089.198,4126.593,4001.446,3969.941,3779.352,3805.175
Arbetsmaskiner,Skåne län,Kävlinge,7499.569,7121.303,7300.786,7262.919,6848.148,7044.898,6658.16,6815.044
Arbetsmaskiner,Skåne län,Lomma,4953.756,4621.664,4766.805,4749.863,4523.699,4693.53,4457.265,4613.895
Arbetsmaskiner,Skåne län,Svedala,11350.82,11360.64,11052.0,10764.65,9948.548,10107.48,9339.649,9326.723
Arbetsmaskiner,Skåne län,Skurup,6247.513,6065.132,6039.703,5932.192,5683.85,5818.689,5377.876,5378.361
Arbetsmaskiner,Skåne län,Sjöbo,9970.272,10401.82,9834.527,9628.506,9047.588,9182.58,8671.902,8691.122
Arbetsmaskiner,Skåne län,Hörby,7107.386,6895.34,6820.731,6698.624,6519.819,6548.286,6057.878,6220.498
Arbetsmaskiner,Skåne län,Höör,5568.492,5048.822,5184.314,5178.913,4979.799,5134.728,4551.697,4686.619
Arbetsmaskiner,Skåne län,Tomelilla,8332.22,8163.556,8071.551,7947.379,7515.069,7628.187,7129.046,7297.38
Arbetsmaskiner,Skåne län,Bromölla,4085.728,3878.559,3705.396,3580.407,3558.115,3584.748,3472.355,3514.895
Arbetsmaskiner,Skåne län,Osby,5613.223,5198.14,4700.619,4211.247,3869.769,4635.843,4103.672,4450.673
Arbetsmaskiner,Skåne län,Perstorp,2709.035,2612.807,2517.858,2576.783,2597.31,2618.87,2356.162,2483.034
Arbetsmaskiner,Skåne län,Klippan,6082.731,6016.901,5608.927,5822.428,5694.52,5676.671,5191.015,5454.512
Arbetsmaskiner,Skåne län,Åstorp,4498.241,4339.663,4368.43,4308.693,4137.857,4220.284,3971.238,4142.359
Arbetsmaskiner,Skåne län,Båstad,5688.357,5438.398,5366.686,5327.481,5224.365,5157.096,4961.581,5014.416
Arbetsmaskiner,Skåne län,Malmö,46251.45,42187.14,44278.3,44256.71,41736.87,43563.05,41286.91,41884.98
Arbetsmaskiner,Skåne län,Lund,21043.28,20251.87,20278.38,20245.7,19110.53,19734.72,18582.45,18953.72
Arbetsmaskiner,Skåne län,Landskrona,10164.7,9535.816,9669.796,9609.588,9101.595,9394.385,9152.306,9376.624
Arbetsmaskiner,Skåne län,Helsingborg,60858.4,56835.33,55660.49,53793.04,51024.39,52124.2,48441.46,48778.12
Arbetsmaskiner,Skåne län,Höganäs,8956.002,8556.196,8601.194,8633.09,8488.511,8565.474,8555.571,8626.026
Arbetsmaskiner,Skåne län,Eslöv,13916.82,13529.51,13494.71,13289.37,12715.5,12937.4,12127.12,12231.72
Arbetsmaskiner,Skåne län,Ystad,15285.32,14615.04,14533.16,14381.28,13650.22,14256.33,13050.75,13373.79
Arbetsmaskiner,Skåne län,Trelleborg,17212.07,16503.1,16406.24,16148.42,14872.36,15203.35,14156.11,14178.13
Arbetsmaskiner,Skåne län,Kristianstad,26831.34,25588.89,25048.27,24851.68,23618.16,24288.16,22896.63,23518.57
Arbetsmaskiner,Skåne län,Simrishamn,12414.23,11896.32,11563.09,11335.18,11501.73,13182.69,11762.73,11759.25
Arbetsmaskiner,Skåne län,Ängelholm,13134.33,12644.43,12401.65,12246.92,11923.87,12059.85,11340.3,11525.63
Arbetsmaskiner,Skåne län,Hässleholm,19487.74,17985.36,17922.93,17232.94,16223.67,17230.68,15842.96,16816.54
Arbetsmaskiner,Hallands län,Hylte,4727.997,4940.148,4968.338,4276.66,3808.515,4907.418,3851.692,4275.863
Arbetsmaskiner,Hallands län,Halmstad,26684.73,25103.99,24537.74,24449.4,24299.58,25520.22,22815.28,24336.28
Arbetsmaskiner,Hallands län,Laholm,11356.58,11267.13,10871.79,10331.33,10237.76,10965.19,10250.56,10863.19
Arbetsmaskiner,Hallands län,Falkenberg,18843.77,19246.35,17986.14,17032.76,17238.92,18229.32,16803.31,17574.98
Arbetsmaskiner,Hallands län,Varberg,23680.1,22740.77,22063.42,21670.21,23214.95,26187.99,22413.55,23027.12
Arbetsmaskiner,Hallands län,Kungsbacka,16760.63,16098.44,16033.83,16187.05,16446.07,17011.97,15176.47,15820.02
Arbetsmaskiner,Västra Götalands län,Härryda,17708.82,17670.5,16258.47,15642.8,15025.86,15601.15,14937.54,15325.08
Arbetsmaskiner,Västra Götalands län,Partille,5036.635,5017.078,4974.999,4928.931,4740.498,4729.818,4720.174,4716.444
Arbetsmaskiner,Västra Götalands län,Öckerö,25460.29,22912.72,22375.22,21963.73,21542.19,17855.4,16930.35,16286.96
Arbetsmaskiner,Västra Götalands län,Stenungsund,7075.426,7213.043,7315.416,7198.97,6831.88,7073.082,6755.525,6846.052
Arbetsmaskiner,Västra Götalands län,Tjörn,9784.614,9088.836,8942.169,8805.23,9713.972,10907.19,10476.91,10239.81
Arbetsmaskiner,Västra Götalands län,Orust,6630.041,6385.496,6263.511,6219.169,5897.272,6153.386,6506.701,6373.627
Arbetsmaskiner,Västra Götalands län,Sotenäs,8721.991,8044.81,7784.425,7666.366,7602.905,6897.319,6831.267,6732.479
Arbetsmaskiner,Västra Götalands län,Munkedal,6023.583,6240.925,5570.649,5343.735,5419.953,5024.429,5093.678,5262.317
Arbetsmaskiner,Västra Götalands län,Tanum,9145.052,8776.527,8364.563,8070.699,8875.272,10187.08,11338.56,11361.71
Arbetsmaskiner,Västra Götalands län,Dals-Ed,3434.739,3616.142,2964.435,3089.792,2981.155,2961.576,2748.412,3034.105
Arbetsmaskiner,Västra Götalands län,Färgelanda,5232.375,5138.58,4465.086,4650.036,4234.66,4778.468,4453.82,4662.191
Arbetsmaskiner,Västra Götalands län,Ale,7374.507,6840.764,6455.295,6410.88,6173.724,6001.308,5994.665,6219.646
Arbetsmaskiner,Västra Götalands län,Lerum,6932.166,6919.093,6603.83,6604.228,6353.804,6219.513,6211.612,6154.958
Arbetsmaskiner,Västra Götalands län,Vårgårda,5771.381,5000.068,6030.943,5496.844,5325.488,5240.303,4703.592,5166.708
Arbetsmaskiner,Västra Götalands län,Bollebygd,2854.569,2274.188,2896.578,2051.461,2430.511,2337.398,2217.381,2428.174
Arbetsmaskiner,Västra Götalands län,Grästorp,4999.861,5179.329,4944.292,4882.573,4769.206,4645.496,4366.61,4431.057
Arbetsmaskiner,Västra Götalands län,Essunga,4006.968,3986.997,3970.534,3861.87,3765.233,3713.36,3537.306,3607.24
Arbetsmaskiner,Västra Götalands län,Karlsborg,3688.112,3142.324,2599.372,3112.175,3090.051,2843.931,2536.397,2947.92
Arbetsmaskiner,Västra Götalands län,Gullspång,3361.753,3466.249,3204.657,3207.781,3119.17,3018.998,2830.302,3260.323
Arbetsmaskiner,Västra Götalands län,Tranemo,5646.035,5418.792,5657.538,5306.063,5473.279,5185.433,4784.223,5331.075
Arbetsmaskiner,Västra Götalands län,Bengtsfors,5034.581,5384.01,5197.21,5204.765,4641.927,4507.031,4191.877,4845.705
Arbetsmaskiner,Västra Götalands län,Mellerud,7291.817,7376.641,7060.051,7109.148,6578.216,6706.959,6231.167,6568.089
Arbetsmaskiner,Västra Götalands län,Lilla Edet,4614.127,4892.283,4244.526,4344.536,3993.452,4025.808,3852.119,3953.334
Arbetsmaskiner,Västra Götalands län,Mark,11327.21,10408.98,10065.74,9931.361,9605.232,9953.501,9411.189,9588.358
Arbetsmaskiner,Västra Götalands län,Svenljunga,6743.407,5958.189,5677.296,5544.695,5458.85,5323.229,4705.074,4777.765
Arbetsmaskiner,Västra Götalands län,Herrljunga,5105.879,4241.099,5449.598,4838.844,4747.673,4551.899,4286.165,4337.896
Arbetsmaskiner,Västra Götalands län,Vara,14040.38,14216.79,14077.54,13644.68,13221.2,12924.54,12379.64,12636.97
Arbetsmaskiner,Västra Götalands län,Götene,7635.548,7819.882,7358.175,7217.028,7073.005,7042.915,6578.02,6719.021
Arbetsmaskiner,Västra Götalands län,Tibro,4476.877,4450.381,4138.068,4252.703,4050.734,3951.785,3735.264,3922.332
Arbetsmaskiner,Västra Götalands län,Töreboda,7751.791,7288.994,6693.427,6894.106,6613.064,6384.871,5932.092,6254.159
Arbetsmaskiner,Västra Götalands län,Göteborg,125175.7,121566.7,119609.3,117302.7,107115.3,107897.3,106274.9,107382.4
Arbetsmaskiner,Västra Götalands län,Mölndal,13251.43,13185.17,12998.48,12892.13,12279.6,12279.54,11972.61,12188.07
Arbetsmaskiner,Västra Götalands län,Kungälv,9713.158,9433.784,9493.42,9688.572,9342.132,9072.88,9120.76,9361.329
Arbetsmaskiner,Västra Götalands län,Lysekil,10658.08,10205.31,9784.774,9692.554,9854.713,9886.055,8078.843,8057.396
Arbetsmaskiner,Västra Götalands län,Uddevalla,14588.41,14234.27,14072.76,13220.46,12768.35,12990.31,12514.47,13217.72
Arbetsmaskiner,Västra Götalands län,Strömstad,6450.388,5540.858,5324.749,5218.459,5362.454,5909.198,6074.222,6338.994
Arbetsmaskiner,Västra Götalands län,Vänersborg,13573.43,14063.1,13292.54,13257.81,12490.44,13038.11,12396.46,12976.9
Arbetsmaskiner,Västra Götalands län,Trollhättan,12498.5,12194.53,12269.89,11672.92,11372.35,11451.2,10819.18,11111.95
Arbetsmaskiner,Västra Götalands län,Alingsås,9545.151,9380.299,9325.77,8532.953,8432.627,8383.737,8133.251,8300.543
Arbetsmaskiner,Västra Götalands län,Borås,20417.69,19753.94,19996.82,19656.0,19036.09,18547.99,18568.57,19168.06
Arbetsmaskiner,Västra Götalands län,Ulricehamn,10651.3,9067.66,11599.39,9579.675,9621.306,8979.079,8514.825,9356.662
Arbetsmaskiner,Västra Götalands län,Åmål,5218.131,5555.825,5525.178,5240.755,4967.853,4882.703,4678.778,4739.931
Arbetsmaskiner,Västra Götalands län,Mariestad,11114.63,10958.33,10740.25,10432.09,10442.78,10115.89,9514.191,10002.63
Arbetsmaskiner,Västra Götalands län,Lidköping,15940.73,15871.44,15540.44,15320.49,14636.88,14524.0,13895.97,14140.91
Arbetsmaskiner,Västra Götalands län,Skara,9118.891,8917.367,8444.846,8617.835,8199.589,8274.85,7745.691,8116.731
Arbetsmaskiner,Västra Götalands län,Skövde,15500.5,15782.52,14730.66,14991.39,14364.6,14376.74,13644.34,14014.96
Arbetsmaskiner,Västra Götalands län,Hjo,5078.018,4881.567,4482.595,4422.177,4167.495,4082.837,4012.905,4200.149
Arbetsmaskiner,Västra Götalands län,Tidaholm,7080.783,7015.937,6535.494,6564.121,6200.529,6351.295,5929.864,6035.793
Arbetsmaskiner,Västra Götalands län,Falköping,17798.82,17800.14,17623.61,17103.07,16693.86,16638.24,15563.55,16125.87
Arbetsmaskiner,Värmlands län,Kil,5114.606,4770.316,4805.325,4593.115,4303.726,4615.935,4458.792,4300.081
Arbetsmaskiner,Värmlands län,Eda,4413.043,4858.039,3926.139,4189.991,3893.939,4061.776,3883.493,3884.076
Arbetsmaskiner,Värmlands län,Torsby,12649.94,12284.19,8601.106,11110.75,9516.757,9471.01,9520.322,9055.924
Arbetsmaskiner,Värmlands län,Storfors,3218.634,3572.824,3504.468,3084.408,2856.169,2425.123,2410.689,3319.095
Arbetsmaskiner,Värmlands län,Hammarö,3157.012,3127.117,3074.914,3065.154,3003.333,3162.774,3135.832,3029.258
Arbetsmaskiner,Värmlands län,Munkfors,2131.719,2439.78,2281.248,2383.955,2528.239,2393.565,2228.057,2751.468
Arbetsmaskiner,Värmlands län,Forshaga,3670.357,3336.875,3272.442,3292.199,3093.303,3495.11,3458.451,3499.924
Arbetsmaskiner,Värmlands län,Grums,4528.354,4818.632,4992.606,5053.119,4585.383,4490.69,4316.313,4338.328
Arbetsmaskiner,Värmlands län,Årjäng,7492.075,6912.989,6382.726,6376.415,6313.805,6003.918,5521.453,6054.702
Arbetsmaskiner,Värmlands län,Sunne,8437.644,8840.922,7924.782,8851.844,7403.221,9485.922,7531.855,7635.079
Arbetsmaskiner,Värmlands län,Karlstad,24413.53,24777.28,23305.15,23778.79,22872.16,23144.23,22737.34,22840.79
Arbetsmaskiner,Värmlands län,Kristinehamn,11733.84,11944.75,11148.55,10942.71,10753.13,11017.05,10252.56,11216.37
Arbetsmaskiner,Värmlands län,Filipstad,9554.98,6728.623,7548.841,6510.619,7274.159,7347.032,6692.105,7942.699
Arbetsmaskiner,Värmlands län,Hagfors,12343.45,12267.21,11179.68,12312.73,11692.65,13121.76,11976.6,11284.91
Arbetsmaskiner,Värmlands län,Arvika,11770.23,11843.8,12126.62,11029.66,10893.24,10282.5,11067.77,11101.36
Arbetsmaskiner,Värmlands län,Säffle,10934.6,10599.8,10597.36,10138.03,9898.826,10629.61,9210.812,9576.09
Arbetsmaskiner,Örebro län,Lekeberg,4469.902,4694.071,4659.992,4272.662,4198.28,4271.679,4018.177,4157.038
Arbetsmaskiner,Örebro län,Laxå,4614.256,4690.558,5196.88,4555.389,4647.645,4459.213,4239.968,4384.334
Arbetsmaskiner,Örebro län,Hallsberg,8384.914,7724.323,7474.046,7672.218,7875.919,8021.622,7073.69,7238.971
Arbetsmaskiner,Örebro län,Degerfors,6843.362,5402.582,5444.246,5448.141,5074.762,5784.074,5548.198,5132.492
Arbetsmaskiner,Örebro län,Hällefors,8259.37,5487.547,6056.881,5759.418,6736.346,6189.251,5414.765,5548.9
Arbetsmaskiner,Örebro län,Ljusnarsberg,4399.623,3324.182,2404.904,2605.525,2587.182,2375.191,2500.618,2361.821
Arbetsmaskiner,Örebro län,Örebro,35066.43,34810.36,34514.29,35506.22,34028.23,39147.58,34473.98,33268.42
Arbetsmaskiner,Örebro län,Kumla,7201.975,7073.896,7048.688,7230.987,6944.715,7652.834,6854.24,6852.476
Arbetsmaskiner,Örebro län,Askersund,9748.485,10169.17,8512.867,9125.612,8900.09,9664.891,9005.103,8973.811
Arbetsmaskiner,Örebro län,Karlskoga,7802.863,7135.524,7714.574,7631.19,7418.365,8165.371,7326.002,7144.521
Arbetsmaskiner,Örebro län,Nora,5042.131,4047.027,3996.86,4325.731,4221.218,4273.439,4454.644,4021.418
Arbetsmaskiner,Örebro län,Lindesberg,14036.2,14111.51,12893.86,13132.48,12540.67,12970.73,13006.41,12372.84
Arbetsmaskiner,Västmanlands län,Skinnskatteberg,3298.436,3595.513,3364.389,3169.73,3194.416,3993.887,3661.064,3051.69
Arbetsmaskiner,Västmanlands län,Surahammar,5073.802,5110.869,4335.81,4330.907,4397.707,4383.4,3926.718,3593.083
Arbetsmaskiner,Västmanlands län,Kungsör,4206.845,4267.712,4061.435,4064.7,3827.499,4013.338,3766.044,3886.787
Arbetsmaskiner,Västmanlands län,Hallstahammar,5089.477,5511.198,5253.071,5046.683,4726.235,5044.233,4811.422,5101.616
Arbetsmaskiner,Västmanlands län,Norberg,3574.002,2937.663,3990.606,2788.316,2635.996,3969.752,3178.003,2819.856
Arbetsmaskiner,Västmanlands län,Västerås,29269.78,30997.44,31277.76,28952.84,27032.26,28745.47,27622.02,29700.3
Arbetsmaskiner,Västmanlands län,Sala,13687.5,14511.82,14219.21,13034.13,12481.96,13583.8,12063.45,12939.05
Arbetsmaskiner,Västmanlands län,Fagersta,6330.727,6293.377,6221.822,5950.816,5389.068,6498.792,5592.915,5847.324
Arbetsmaskiner,Västmanlands län,Köping,11729.32,12682.46,11993.38,11248.98,10574.42,11540.32,10547.98,11559.37
Arbetsmaskiner,Västmanlands län,Arboga,6214.322,6657.032,6395.094,6013.566,5832.161,6300.634,5759.914,5835.057
Arbetsmaskiner,Dalarnas län,Vansbro,7405.273,7585.158,7142.72,6716.755,5542.185,5609.176,5125.907,5792.965
Arbetsmaskiner,Dalarnas län,Malung-Sälen,10496.63,13224.51,10406.53,10397.39,9705.492,7983.879,10091.62,7843.063
Arbetsmaskiner,Dalarnas län,Gagnef,4836.275,5043.78,4552.638,4471.7,4003.361,4299.569,4225.953,4476.452
Arbetsmaskiner,Dalarnas län,Leksand,7156.31,7054.199,6595.599,6989.883,6476.569,6892.423,6482.156,6361.204
Arbetsmaskiner,Dalarnas län,Rättvik,8554.944,10940.11,6388.421,9565.763,7599.213,6584.892,7115.481,7361.321
Arbetsmaskiner,Dalarnas län,Orsa,5748.904,5974.946,5816.678,6560.962,5572.36,5470.33,5658.982,5143.909
Arbetsmaskiner,Dalarnas län,Älvdalen,11157.65,13283.59,11299.46,13413.29,11064.07,11714.58,11020.51,8961.074
Arbetsmaskiner,Dalarnas län,Smedjebacken,7170.336,6354.058,6845.909,7139.326,7188.021,6801.625,7124.038,7103.934
Arbetsmaskiner,Dalarnas län,Mora,12638.26,13821.42,13188.76,11814.56,9880.83,10004.87,11240.58,10033.46
Arbetsmaskiner,Dalarnas län,Falun,18189.13,17996.15,18076.5,17786.02,16590.13,16238.77,17023.21,16418.8
Arbetsmaskiner,Dalarnas län,Borlänge,20612.46,20824.85,20976.17,20699.4,19884.95,19925.42,19293.96,18494.17
Arbetsmaskiner,Dalarnas län,Säter,5511.453,6467.538,6258.051,5710.789,5327.471,5318.631,5266.283,5486.444
Arbetsmaskiner,Dalarnas län,Hedemora,14075.64,15152.08,15349.78,13631.19,14251.51,13994.72,13103.2,14714.27
Arbetsmaskiner,Dalarnas län,Avesta,14160.44,13270.7,13264.27,13158.87,12487.7,12586.49,12105.5,12318.24
Arbetsmaskiner,Dalarnas län,Ludvika,10522.24,10510.7,11295.56,10245.97,11125.7,9582.304,8903.329,8824.261
Arbetsmaskiner,Gävleborgs län,Ockelbo,5051.181,5475.162,4816.584,5701.882,5686.856,5079.217,4331.562,4555.987
Arbetsmaskiner,Gävleborgs län,Hofors,9619.725,9329.136,9192.218,9128.214,8803.297,9452.593,8035.707,8026.718
Arbetsmaskiner,Gävleborgs län,Ovanåker,11811.92,10605.5,9768.606,11917.81,10198.8,9998.762,9113.902,9246.716
Arbetsmaskiner,Gävleborgs län,Nordanstig,7100.038,7361.041,7952.114,6613.573,7878.094,8034.27,8077.819,7320.639
Arbetsmaskiner,Gävleborgs län,Ljusdal,25753.63,25818.19,28119.13,22983.64,21746.05,24844.43,21285.95,23295.75
Arbetsmaskiner,Gävleborgs län,Gävle,28312.57,28798.69,27471.86,28143.06,27154.09,27826.09,26076.28,25648.65
Arbetsmaskiner,Gävleborgs län,Sandviken,25446.35,26963.06,27092.69,27837.28,26621.69,26291.48,25920.04,27122.81
Arbetsmaskiner,Gävleborgs län,Söderhamn,11423.52,10955.51,10687.15,10710.62,10249.23,10732.23,10014.56,10561.22
Arbetsmaskiner,Gävleborgs län,Bollnäs,17211.72,15480.77,12922.41,13424.62,13783.72,14432.12,13068.5,12408.31
Arbetsmaskiner,Gävleborgs län,Hudiksvall,18706.09,17763.5,19572.24,18051.17,18950.42,17736.79,15929.57,17351.92
Arbetsmaskiner,Västernorrlands län,Ånge,12414.76,17050.26,16168.2,13764.14,21496.81,14401.27,11439.4,13210.97
Arbetsmaskiner,Västernorrlands län,Timrå,8100.042,8428.412,8385.213,8472.659,8475.24,8017.906,8537.642,8148.577
Arbetsmaskiner,Västernorrlands län,Härnösand,9458.477,9348.063,9327.586,9968.293,9513.001,9646.549,9512.197,9057.74
Arbetsmaskiner,Västernorrlands län,Sundsvall,32831.77,32947.81,35514.31,34561.19,38841.22,34202.92,34012.33,33900.7
Arbetsmaskiner,Västernorrlands län,Kramfors,11707.71,12191.76,13296.0,12690.53,11621.27,11715.72,12453.65,10809.87
Arbetsmaskiner,Västernorrlands län,Sollefteå,21416.64,28815.83,24238.24,20787.54,17045.69,21513.87,17607.09,19686.48
Arbetsmaskiner,Västernorrlands län,Örnsköldsvik,35651.73,37105.36,36719.04,39600.26,36750.53,37215.57,32781.09,36503.89
Arbetsmaskiner,Jämtlands län,Ragunda,10246.5,9310.621,13619.19,10209.04,7339.569,8304.027,9725.543,7907.726
Arbetsmaskiner,Jämtlands län,Bräcke,12663.21,11708.0,15429.85,12050.95,11829.28,12847.04,13204.3,10194.85
Arbetsmaskiner,Jämtlands län,Krokom,14425.36,11032.56,16393.37,16910.49,10698.98,14826.71,14089.55,14402.12
Arbetsmaskiner,Jämtlands län,Strömsund,22482.62,21979.34,25408.35,21104.12,17470.12,19976.81,19718.44,15961.17
Arbetsmaskiner,Jämtlands län,Åre,9636.348,7489.164,13005.11,9723.327,8282.903,9012.172,9622.617,8814.392
Arbetsmaskiner,Jämtlands län,Berg,11154.2,10345.01,12421.52,9456.31,12051.63,12916.81,12364.88,9053.68
