Huvudsektor,Län,Kommun,2010,2011,2012,2013,2014,2015,2016,2017
Arbetsmaskiner,Stockholms län,Värmdö,6091.915,6276.123,6883.851,6938.152,6292.727,6964.729,6168.687,6098.601
Arbetsmaskiner,Stockholms län,Järfälla,8658.721,9233.298,9032.986,9294.4,8735.765,8851.46,8184.745,8405.522
Arbetsmaskiner,Stockholms län,Ekerö,5280.992,5438.408,5600.938,5521.504,5274.318,5291.617,5016.138,4891.694
Arbetsmaskiner,Stockholms län,Huddinge,12116.74,12862.42,13136.82,13459.1,12653.82,12741.88,11771.73,11502.92
Arbetsmaskiner,Stockholms län,Botkyrka,11163.24,11917.28,11930.21,12072.86,11368.49,11570.18,10568.18,10316.54
Arbetsmaskiner,Stockholms län,Salem,2423.74,2584.025,2558.762,2598.522,2472.431,2494.879,2368.878,2366.837
Arbetsmaskiner,Stockholms län,Haninge,13170.02,13740.18,13632.93,13865.93,12840.98,13192.68,12180.78,11921.03
Arbetsmaskiner,Stockholms län,Tyresö,4195.027,4542.643,4585.66,4723.02,4420.143,4454.301,4092.386,4017.46
Arbetsmaskiner,Stockholms län,Upplands-Bro,6452.072,6812.216,6608.733,6690.762,6408.554,6466.65,5954.995,6529.097
Arbetsmaskiner,Stockholms län,Nykvarn,2411.058,2504.08,2614.048,2512.932,2862.684,2544.893,2375.652,2633.166
Arbetsmaskiner,Stockholms län,Täby,7740.595,8281.857,8099.619,8332.03,7832.247,7934.033,7296.08,7263.466
Arbetsmaskiner,Stockholms län,Danderyd,4353.982,4641.248,4465.65,4575.538,4288.869,4328.01,4000.424,3687.744
Arbetsmaskiner,Stockholms län,Sollentuna,10233.98,10737.8,10817.05,11082.31,10513.81,10639.37,9798.174,9787.387
Arbetsmaskiner,Stockholms län,Stockholm,128875.3,136809.9,136937.1,138883.8,129221.4,127927.7,117375.3,115178.0
Arbetsmaskiner,Stockholms län,Södertälje,18683.66,19868.61,19186.18,19368.94,18843.72,18762.12,17330.87,17592.97
Arbetsmaskiner,Stockholms län,Nacka,11214.49,11828.6,12344.24,12646.21,11889.77,11965.66,11130.65,11152.63
Arbetsmaskiner,Stockholms län,Sundbyberg,2636.879,2882.435,2932.8,3063.824,2866.853,2918.364,2668.531,2557.585
Arbetsmaskiner,Stockholms län,Solna,10658.93,11313.12,11479.66,11773.75,11079.31,11205.57,10364.4,10197.91
Arbetsmaskiner,Stockholms län,Lidingö,6945.41,7224.408,7082.379,7158.469,6737.822,6788.989,6273.255,6355.88
Arbetsmaskiner,Stockholms län,Vaxholm,1813.385,1850.417,1938.84,1958.278,1876.744,1839.665,1745.295,1775.529
Arbetsmaskiner,Stockholms län,Norrtälje,22698.58,22554.48,21416.72,21165.08,21307.01,21270.13,19639.36,19402.33
Arbetsmaskiner,Stockholms län,Sigtuna,53577.5,51869.18,51074.09,49688.57,47959.07,47934.6,44978.97,46271.59
Arbetsmaskiner,Stockholms län,Nynäshamn,7841.282,8177.769,7917.347,7847.547,7561.678,7780.947,7261.539,7321.868
Produktanvändning (inkl. lösningsmedel),Stockholms län,Upplands Väsby,6836.078,6547.694,6989.778,7020.606,7103.959,7032.105,7220.411,7211.348
Produktanvändning (inkl. lösningsmedel),Stockholms län,Vallentuna,4525.991,4331.744,5447.234,5460.94,5542.808,5427.381,5487.456,5493.094
Produktanvändning (inkl. lösningsmedel),Stockholms län,Österåker,5903.37,5651.634,6883.17,6848.982,6971.0,6907.115,7083.426,7079.695
Produktanvändning (inkl. lösningsmedel),Stockholms län,Värmdö,4325.46,4140.144,6739.261,6741.125,6894.151,6757.389,6886.384,6989.341
Produktanvändning (inkl. lösningsmedel),Stockholms län,Järfälla,11263.19,10789.44,11829.13,11834.18,12097.85,12004.68,12296.93,12428.5
Produktanvändning (inkl. lösningsmedel),Stockholms län,Ekerö,3842.23,3676.788,4624.828,4616.469,4673.17,4577.279,4637.469,4588.905
Produktanvändning (inkl. lösningsmedel),Stockholms län,Huddinge,14264.11,13658.69,17035.9,17056.24,17369.48,17032.01,17345.53,17392.68
Produktanvändning (inkl. lösningsmedel),Stockholms län,Botkyrka,13318.36,12746.95,14725.72,14771.58,15011.82,14661.55,14820.7,14737.65
Produktanvändning (inkl. lösningsmedel),Stockholms län,Salem,2443.397,2337.956,2719.749,2710.165,2748.589,2698.732,2724.808,2695.454
Produktanvändning (inkl. lösningsmedel),Stockholms län,Haninge,12374.42,11854.59,13645.55,13722.85,13991.18,13797.58,14087.24,14155.93
Produktanvändning (inkl. lösningsmedel),Stockholms län,Tyresö,6483.982,6205.289,7298.851,7283.256,7464.431,7325.218,7434.74,7323.107
Produktanvändning (inkl. lösningsmedel),Stockholms län,Upplands-Bro,3971.56,3805.396,4227.134,4242.212,4356.339,4307.267,4463.034,4561.423
Produktanvändning (inkl. lösningsmedel),Stockholms län,Nykvarn,1391.685,1334.441,1679.446,1674.511,1740.205,1745.667,1788.837,1804.341
Produktanvändning (inkl. lösningsmedel),Stockholms län,Täby,10524.98,10075.34,10896.6,10912.24,11095.9,10929.74,11091.87,11053.92
Produktanvändning (inkl. lösningsmedel),Stockholms län,Danderyd,5735.887,5487.189,5730.5,5701.924,5740.555,5583.603,5610.29,5509.463
Produktanvändning (inkl. lösningsmedel),Stockholms län,Sollentuna,9903.258,9489.117,11449.64,11540.17,11789.92,11592.48,11705.37,11630.38
Produktanvändning (inkl. lösningsmedel),Stockholms län,Stockholm,131084.6,125429.8,150259.4,151132.7,153723.9,151048.0,152567.6,151947.9
Produktanvändning (inkl. lösningsmedel),Stockholms län,Södertälje,14445.5,13852.71,15550.22,15619.54,15858.24,15531.98,15758.07,15700.89
Produktanvändning (inkl. lösningsmedel),Stockholms län,Nacka,12200.79,11679.39,15594.19,15649.99,15965.19,15796.71,15962.32,15986.59
Produktanvändning (inkl. lösningsmedel),Stockholms län,Sundbyberg,4387.928,4197.896,5064.192,5213.337,5358.715,5405.099,5555.36,5595.372
Produktanvändning (inkl. lösningsmedel),Stockholms län,Solna,11537.56,11046.54,13707.95,13873.62,14159.93,14168.37,14538.68,14557.24
Produktanvändning (inkl. lösningsmedel),Stockholms län,Lidingö,6784.54,6493.351,7337.376,7362.099,7399.998,7315.236,7372.742,7319.013
Produktanvändning (inkl. lösningsmedel),Stockholms län,Vaxholm,1327.393,1269.612,1938.332,1920.813,1943.31,1908.012,1936.195,1937.387
Produktanvändning (inkl. lösningsmedel),Stockholms län,Norrtälje,9061.121,8676.477,9776.448,9690.326,9839.408,9745.319,9864.61,9868.76
Produktanvändning (inkl. lösningsmedel),Stockholms län,Sigtuna,6180.328,5924.933,7355.458,7445.769,7618.082,7516.196,7744.749,7760.633
Produktanvändning (inkl. lösningsmedel),Stockholms län,Nynäshamn,4269.129,4097.839,4636.687,4611.205,4644.436,4570.25,4620.837,4595.301
Jordbruk,Stockholms län,Upplands Väsby,2356.88,2508.444,2465.041,2521.218,2516.897,2619.846,2546.812,2670.531
Jordbruk,Stockholms län,Vallentuna,14197.64,14995.01,12807.34,13268.68,13155.67,14024.47,13816.71,14592.34
Jordbruk,Stockholms län,Österåker,4231.343,4471.386,3873.552,4021.9,3981.962,3867.076,3838.448,4065.645
Jordbruk,Stockholms län,Värmdö,2862.622,3043.752,2858.959,2947.221,2924.573,3353.119,3313.297,3485.008
Jordbruk,Stockholms län,Järfälla,609.8567,648.6238,519.8311,540.3529,536.1615,375.1847,381.0048,411.9696
Jordbruk,Stockholms län,Ekerö,9917.102,10665.45,9864.524,10223.85,10139.06,11234.31,11038.79,11641.89
Jordbruk,Stockholms län,Huddinge,1581.888,1622.168,1929.648,1902.822,1882.903,1852.622,1811.246,1862.534
Jordbruk,Stockholms län,Botkyrka,5280.116,5554.21,5209.429,5302.953,5246.075,5604.108,5505.118,5766.734
Jordbruk,Stockholms län,Salem,816.7599,910.7674,682.3526,736.1586,733.8651,744.8303,735.3393,800.6865
Jordbruk,Stockholms län,Haninge,5904.468,6317.039,5869.151,6058.02,6020.298,6747.645,6633.16,6980.064
Jordbruk,Stockholms län,Tyresö,769.317,766.5187,755.1778,733.726,725.134,675.5028,661.2226,678.5466
Jordbruk,Stockholms län,Upplands-Bro,7609.421,8269.241,7177.427,7585.93,7537.937,8032.43,7968.783,8495.751
Jordbruk,Stockholms län,Nykvarn,2357.891,2597.254,2316.809,2452.209,2448.583,2301.17,2257.939,2426.505
Jordbruk,Stockholms län,Täby,1612.058,1683.463,1328.184,1382.448,1368.528,1552.848,1545.866,1623.686
Jordbruk,Stockholms län,Danderyd,191.2211,199.5312,201.1333,205.6232,203.6009,220.4857,222.9029,231.1117
Jordbruk,Stockholms län,Sollentuna,711.572,713.7994,665.757,684.0587,662.8219,615.9033,628.2257,660.7025
Jordbruk,Stockholms län,Stockholm,982.6651,1001.292,877.9012,913.5654,891.491,993.1109,992.4197,1047.675
Jordbruk,Stockholms län,Södertälje,15676.59,16778.68,14772.15,15282.0,15143.02,16023.44,15799.57,16740.91
Jordbruk,Stockholms län,Nacka,523.0478,548.8034,523.0826,535.0577,535.3152,350.082,341.3822,357.9513
Jordbruk,Stockholms län,Sundbyberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordbruk,Stockholms län,Solna,51.53811,57.1143,28.25169,30.84224,30.88867,61.28032,56.36562,60.82189
Jordbruk,Stockholms län,Lidingö,208.0656,223.5446,246.0047,249.0084,250.7546,249.1077,237.6989,249.8127
Jordbruk,Stockholms län,Vaxholm,976.9457,1015.144,966.9954,971.7019,963.0273,1086.574,1061.938,1094.176
Jordbruk,Stockholms län,Norrtälje,54458.87,57166.88,48867.51,50393.45,49842.3,50209.95,49652.74,52595.34
Jordbruk,Stockholms län,Sigtuna,13309.78,14434.13,12700.5,13343.55,13241.81,14318.97,14140.53,15035.19
Jordbruk,Stockholms län,Nynäshamn,8239.688,8871.065,7575.335,7874.187,7811.702,8233.548,8083.112,8598.274
Avfall (inkl. avlopp),Stockholms län,Upplands Väsby,2898.909,2700.59,2475.464,2332.089,2134.611,1925.79,1784.918,1679.92
Avfall (inkl. avlopp),Stockholms län,Vallentuna,32405.77,29903.29,27398.46,25636.91,23276.41,21279.44,19430.58,18096.95
Avfall (inkl. avlopp),Stockholms län,Österåker,7178.718,6710.546,6218.918,5884.481,5431.843,5004.93,4656.244,4409.818
Avfall (inkl. avlopp),Stockholms län,Värmdö,18863.03,17436.95,15997.52,14991.76,13640.83,12476.51,11423.59,10664.53
Avfall (inkl. avlopp),Stockholms län,Järfälla,442.2108,438.7059,405.227,397.1036,383.745,326.1019,328.0047,327.26
Avfall (inkl. avlopp),Stockholms län,Ekerö,345.079,362.2467,351.4138,360.2443,363.4993,319.4157,337.4015,347.7219
Avfall (inkl. avlopp),Stockholms län,Huddinge,59379.0,54424.04,49717.77,45055.01,40711.63,37316.23,35225.32,33010.63
Avfall (inkl. avlopp),Stockholms län,Botkyrka,4540.118,4545.466,4521.865,4510.47,4497.229,4402.388,4369.717,4386.379
Avfall (inkl. avlopp),Stockholms län,Salem,89.1318,106.9558,96.99203,107.2154,111.2397,70.15825,91.36735,101.2301
Avfall (inkl. avlopp),Stockholms län,Haninge,381.9217,399.9846,387.6575,393.8734,400.6225,357.5402,373.0492,384.5081
Avfall (inkl. avlopp),Stockholms län,Tyresö,110.9792,129.0391,118.5972,127.9893,133.0118,92.0972,112.4369,122.6554
Avfall (inkl. avlopp),Stockholms län,Upplands-Bro,34329.38,31686.25,29041.78,27180.47,24688.25,22580.95,20626.13,19217.85
Avfall (inkl. avlopp),Stockholms län,Nykvarn,120.1388,137.9618,127.7841,137.6476,141.8644,100.5327,121.1918,131.195
Avfall (inkl. avlopp),Stockholms län,Täby,9063.145,9142.786,8651.904,8656.291,8068.418,7941.121,7805.746,7788.357
Avfall (inkl. avlopp),Stockholms län,Danderyd,92.03043,109.9359,99.83915,109.8296,114.1695,73.18297,94.17439,104.1389
Avfall (inkl. avlopp),Stockholms län,Sollentuna,146.7267,165.2087,153.9344,161.8779,168.6652,128.0765,146.92,157.7595
Avfall (inkl. avlopp),Stockholms län,Stockholm,10755.29,10747.08,10699.08,10648.03,10624.79,10460.5,10344.7,10375.08
Avfall (inkl. avlopp),Stockholms län,Södertälje,42924.99,38725.48,35549.5,33244.81,30426.09,28046.19,25704.39,23846.62
Avfall (inkl. avlopp),Stockholms län,Nacka,14592.59,14568.46,14515.85,14458.82,14401.81,14183.68,14032.01,14062.61
Avfall (inkl. avlopp),Stockholms län,Sundbyberg,92.514,110.4306,100.3152,110.2731,114.6564,73.68203,94.64236,104.6208
Avfall (inkl. avlopp),Stockholms län,Solna,129.5014,147.8341,136.8862,145.3958,151.5296,110.862,130.3166,140.9154
Avfall (inkl. avlopp),Stockholms län,Lidingö,2784.63,2794.875,2776.685,2773.868,2767.36,2693.696,2682.31,2696.271
Avfall (inkl. avlopp),Stockholms län,Vaxholm,362.8695,379.8629,369.148,378.1976,380.9287,336.4481,354.4724,364.6853
Avfall (inkl. avlopp),Stockholms län,Norrtälje,2777.861,2512.575,2396.517,2309.923,2298.492,2129.923,1942.222,1983.544
Avfall (inkl. avlopp),Stockholms län,Sigtuna,5231.073,4854.979,4453.727,4184.987,3820.892,3473.658,3200.142,3000.599
Avfall (inkl. avlopp),Stockholms län,Nynäshamn,705.7001,722.4585,709.6881,715.2995,719.3466,671.7788,684.1749,695.6985
Utrikes transporter,Stockholms län,Upplands Väsby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Stockholms län,Vallentuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Stockholms län,Österåker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Stockholms län,Värmdö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Stockholms län,Järfälla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Stockholms län,Ekerö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Stockholms län,Huddinge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Stockholms län,Botkyrka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Stockholms län,Salem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Stockholms län,Haninge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Stockholms län,Tyresö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Stockholms län,Upplands-Bro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Stockholms län,Nykvarn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Stockholms län,Täby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Stockholms län,Danderyd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Stockholms län,Sollentuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Stockholms län,Stockholm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Stockholms län,Södertälje,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Stockholms län,Nacka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Stockholms län,Sundbyberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Stockholms län,Solna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Stockholms län,Lidingö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Stockholms län,Vaxholm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Stockholms län,Norrtälje,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Stockholms län,Sigtuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Stockholms län,Nynäshamn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Gävleborgs län,Ockelbo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Gävleborgs län,Hofors,6006.424,1243.807,731.012,461.1138,350.4221,332.3421,1402.376,370.928
El och fjärrvärme,Gävleborgs län,Ovanåker,1975.39,896.2706,1484.809,1303.073,715.5081,735.3061,518.1296,333.227
El och fjärrvärme,Gävleborgs län,Nordanstig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Gävleborgs län,Ljusdal,4543.058,2283.544,2348.544,1936.825,866.2777,504.8147,664.7392,630.9433
El och fjärrvärme,Gävleborgs län,Gävle,4996.716,2941.282,12729.07,4766.207,4929.987,4613.178,5038.227,4330.438
El och fjärrvärme,Gävleborgs län,Sandviken,45029.18,42185.78,30886.52,32707.31,34641.91,34106.91,39631.89,43279.99
El och fjärrvärme,Gävleborgs län,Söderhamn,2205.974,1561.336,1488.196,1831.285,1491.066,1540.136,1697.465,1505.686
El och fjärrvärme,Gävleborgs län,Bollnäs,24889.63,18873.25,20788.45,20264.14,20833.64,20523.04,22765.24,20828.34
El och fjärrvärme,Gävleborgs län,Hudiksvall,3302.051,1748.345,1547.096,2177.814,1622.986,1485.626,1234.917,2083.484
Egen uppvärmning av bostäder och lokaler,Gävleborgs län,Ockelbo,1413.885,1113.058,1085.051,1036.167,901.5158,872.181,848.4706,858.5452
Egen uppvärmning av bostäder och lokaler,Gävleborgs län,Hofors,1347.147,1046.293,1015.229,947.3757,823.0296,798.613,763.0431,769.826
Egen uppvärmning av bostäder och lokaler,Gävleborgs län,Ovanåker,3198.217,2520.395,2454.169,2371.329,2067.659,1998.277,1946.063,1974.079
Egen uppvärmning av bostäder och lokaler,Gävleborgs län,Nordanstig,2786.78,2243.649,2194.733,2094.572,1830.316,1773.842,1747.735,1764.534
Egen uppvärmning av bostäder och lokaler,Gävleborgs län,Ljusdal,5992.622,4703.981,4561.513,4326.865,3774.583,3660.601,3512.01,3550.747
Egen uppvärmning av bostäder och lokaler,Gävleborgs län,Gävle,7873.076,5941.216,5711.442,5317.846,4606.994,4477.718,4134.989,4186.586
Egen uppvärmning av bostäder och lokaler,Gävleborgs län,Sandviken,4262.102,3281.881,3178.329,3024.02,2626.252,2542.433,2420.785,2454.978
Egen uppvärmning av bostäder och lokaler,Gävleborgs län,Söderhamn,4944.79,3822.797,3692.049,3443.469,2997.192,2913.998,2746.366,2773.076
Egen uppvärmning av bostäder och lokaler,Gävleborgs län,Bollnäs,5911.129,4632.714,4502.621,4304.491,3750.789,3629.73,3509.33,3554.834
Egen uppvärmning av bostäder och lokaler,Gävleborgs län,Hudiksvall,6440.416,5118.125,4982.047,4695.366,4098.609,3983.115,3853.145,3886.736
Industri (energi och processer),Gävleborgs län,Ockelbo,634.2269,512.4743,575.1377,602.4098,708.4046,686.4221,719.7625,507.8404
Industri (energi och processer),Gävleborgs län,Hofors,96191.42,94178.46,104413.1,76276.89,84463.76,80066.1,74870.7,88325.86
Industri (energi och processer),Gävleborgs län,Ovanåker,2036.747,1817.854,1889.038,2037.088,2162.616,2004.05,2572.169,2082.553
Industri (energi och processer),Gävleborgs län,Nordanstig,1349.061,1248.714,1117.264,1175.671,1253.308,1534.989,2195.903,2092.169
Industri (energi och processer),Gävleborgs län,Ljusdal,2109.59,1821.594,2103.054,1879.609,2113.51,2680.667,2321.446,1916.998
Industri (energi och processer),Gävleborgs län,Gävle,222809.5,108902.5,58944.05,38554.06,38139.24,32282.67,34411.5,32701.45
Industri (energi och processer),Gävleborgs län,Sandviken,138614.8,114698.4,103112.0,103086.8,100892.1,91603.07,95666.9,95835.91
Industri (energi och processer),Gävleborgs län,Söderhamn,44616.79,53074.55,56090.84,49954.32,45533.57,48823.56,56339.3,44319.34
Industri (energi och processer),Gävleborgs län,Bollnäs,4147.364,2399.005,2699.15,2051.594,2349.53,1976.057,2357.359,1771.357
Industri (energi och processer),Gävleborgs län,Hudiksvall,71194.19,82605.14,106272.8,82676.46,21941.44,29263.2,39078.21,36203.82
Transporter,Gävleborgs län,Ockelbo,16509.28,16145.36,15361.42,15075.14,14895.67,15006.49,14497.79,13408.55
Transporter,Gävleborgs län,Hofors,20932.71,20432.04,19317.01,18834.34,18381.47,18483.14,17610.96,16708.66
Transporter,Gävleborgs län,Ovanåker,27490.93,26717.03,25179.09,24552.38,24114.62,24376.02,23444.77,21566.71
Transporter,Gävleborgs län,Nordanstig,45267.55,44316.07,41438.55,40362.81,39356.39,39570.15,37888.9,35578.5
Transporter,Gävleborgs län,Ljusdal,64457.71,62941.67,59842.89,58609.69,57783.14,58151.3,55898.69,51267.94
Transporter,Gävleborgs län,Gävle,261662.0,255334.4,239233.2,232443.6,224954.3,225345.3,214788.1,187815.7
Transporter,Gävleborgs län,Sandviken,74042.52,72325.15,68537.6,66936.26,65503.06,65968.42,63195.16,55991.39
Transporter,Gävleborgs län,Söderhamn,87832.04,85766.36,80615.54,78670.97,76982.83,77327.37,73628.86,71060.19
Transporter,Gävleborgs län,Bollnäs,62503.13,61127.28,57599.58,56191.73,55117.05,55492.65,53428.17,49905.65
Transporter,Gävleborgs län,Hudiksvall,120742.9,118050.5,110785.2,108004.2,105427.5,105934.4,101349.5,87005.85
Arbetsmaskiner,Gävleborgs län,Ockelbo,5051.181,5475.165,4816.585,5701.881,5686.857,5079.219,4331.563,4555.986
Arbetsmaskiner,Gävleborgs län,Hofors,9619.723,9329.14,9192.21,9128.214,8803.299,9452.597,8035.711,8026.716
Arbetsmaskiner,Gävleborgs län,Ovanåker,11811.92,10605.5,9768.605,11917.81,10198.8,9998.763,9113.906,9246.711
Arbetsmaskiner,Gävleborgs län,Nordanstig,7100.04,7361.04,7952.116,6613.569,7878.093,8034.272,8077.822,7320.636
Arbetsmaskiner,Gävleborgs län,Ljusdal,25753.63,25818.21,28119.15,22983.63,21746.05,24844.42,21285.96,23295.74
Arbetsmaskiner,Gävleborgs län,Gävle,28312.57,28798.69,27471.86,28143.06,27154.1,27826.1,26076.28,25648.66
Arbetsmaskiner,Gävleborgs län,Sandviken,25446.36,26963.09,27092.67,27837.28,26621.7,26291.53,25920.03,27122.78
Arbetsmaskiner,Gävleborgs län,Söderhamn,11423.52,10955.51,10687.15,10710.62,10249.23,10732.24,10014.56,10561.22
Arbetsmaskiner,Gävleborgs län,Bollnäs,17211.72,15480.78,12922.41,13424.62,13783.72,14432.11,13068.5,12408.31
Arbetsmaskiner,Gävleborgs län,Hudiksvall,18706.09,17763.51,19572.24,18051.17,18950.42,17736.79,15929.57,17351.92
Produktanvändning (inkl. lösningsmedel),Gävleborgs län,Ockelbo,1263.99,1210.359,1014.512,989.5316,990.69,980.3966,982.9109,972.4276
Produktanvändning (inkl. lösningsmedel),Gävleborgs län,Hofors,2411.725,2317.071,1706.995,1689.509,1664.903,1622.53,1644.241,1632.368
Produktanvändning (inkl. lösningsmedel),Gävleborgs län,Ovanåker,2676.895,2571.478,2037.425,1991.677,2019.912,1957.569,1995.173,1945.527
